depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-000258,0.1199263177803907,Du4475,Invasive Breast Carcinoma,Breast,False,CA9
ACH-000304,-0.0444527395417892,WM-115,Melanoma,Skin,False,CA9
ACH-000311,-0.030913339106647,NCI-H2122,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000339,-0.0275692255972951,HCC-461,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000350,-0.1316891611227565,COLO-678,Colorectal Adenocarcinoma,Bowel,False,CA9
ACH-000361,-0.2945177467282249,SK-HEP-1,Hepatocellular Carcinoma,Liver,False,CA9
ACH-000375,-0.0438547337342712,G-402,Rhabdoid Cancer,Kidney,False,CA9
ACH-000389,-0.3410573158936797,H4,Diffuse Glioma,CNS/Brain,False,CA9
ACH-000391,-0.1756592506447552,MHH-ES-1,Ewing Sarcoma,Bone,False,CA9
ACH-000411,-0.1368210064837862,769-P,Renal Cell Carcinoma,Kidney,False,CA9
ACH-000421,-0.1268533896856999,SW837,Colorectal Adenocarcinoma,Bowel,False,CA9
ACH-000427,-0.1648314923001977,NCI-N87,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
ACH-000434,-0.1826021468971353,NCI-H1915,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000441,-0.0009941242596951,SH-4,Melanoma,Skin,False,CA9
ACH-000444,0.0397579262195634,LU99,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000467,-0.1017330539914846,HCC-56,Colorectal Adenocarcinoma,Bowel,False,CA9
ACH-000471,-0.087486370654923,Li-7,Hepatocellular Carcinoma,Liver,False,CA9
ACH-000486,-0.1678365102755635,KU-19-19,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,False,CA9
ACH-000490,-0.0419112166260975,SF767,Cervical Squamous Cell Carcinoma,Cervix,False,CA9
ACH-000496,-0.1705594338694733,NCI-H1792,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000533,-0.0586354578835928,NCI-H2004 RT,Rhabdoid Cancer,Kidney,False,CA9
